,State,County,lat,lon,# Droughts PET (2 CAT/2wk)(2 wk intervals),# Droughts PET (2 CAT/2wk)(4 wk intervals),# Droughts PET (2 CAT/4wk)(2 wk intervals),# Droughts PET (2 CAT/4wk)(4 wk intervals),# Droughts PET (-2 Z-SCORE/2wk)(2 wk intervals),# Droughts PET (-2 Z-SCORE/2wk)(4 wk intervals),# Droughts PET (-2 Z-SCORE/4wk)(2 wk intervals),# Droughts PET (-2 Z-SCORE/4wk)(4 wk intervals),# Droughts VWC (2 CAT/2wk)(Tuesdays),# Droughts VWC (2 CAT/4wk)(Tuesdays),# Droughts VWC (-2 Z-SCORE/2wk)(Tuesdays),# Droughts VWC (-2 Z-SCORE/4wk)(Tuesdays),# Droughts Precip (2 CAT/2wk)(2 wk intervals),# Droughts Precip (2 CAT/2wk)(4 wk intervals),# Droughts Precip (2 CAT/4wk)(2 wk intervals),# Droughts Precip (2 CAT/4wk)(4 wk intervals),# Droughts Precip (-2 Z-SCORE/2wk)(2 wk intervals),# Droughts Precip (-2 Z-SCORE/2wk)(4 wk intervals),# Droughts Precip (-2 Z-SCORE/4wk)(2 wk intervals),# Droughts Precip (-2 Z-SCORE/4wk)(4 wk intervals),Highest Month PET (2 CAT/2wk)(2 wk intervals),Highest Month PET (2 CAT/2wk)(4 wk intervals),Highest Month PET (2 CAT/4wk)(2 wk intervals),Highest Month PET (2 CAT/4wk)(4 wk intervals),Highest Month PET (-2 Z-SCORE/2wk)(2 wk intervals),Highest Month PET (-2 Z-SCORE/2wk)(4 wk intervals),Highest Month PET (-2 Z-SCORE/4wk)(2 wk intervals),Highest Month PET (-2 Z-SCORE/4wk)(4 wk intervals),Highest Month VWC (2 CAT/2wk)(Tuesdays),Highest Month VWC (2 CAT/4wk)(Tuesdays),Highest Month VWC (-2 Z-SCORE/2wk)(Tuesdays),Highest Month VWC (-2 Z-SCORE/4wk)(Tuesdays),Highest Month Precip (2 CAT/2wk)(2 wk intervals),Highest Month Precip (2 CAT/2wk)(4 wk intervals),Highest Month Precip (2 CAT/4wk)(2 wk intervals),Highest Month Precip (2 CAT/4wk)(4 wk intervals),Highest Month Precip (-2 Z-SCORE/2wk)(2 wk intervals),Highest Month Precip (-2 Z-SCORE/2wk)(4 wk intervals),Highest Month Precip (-2 Z-SCORE/4wk)(2 wk intervals),Highest Month Precip (-2 Z-SCORE/4wk)(4 wk intervals)
279,WV,Ohio,40.098932,-80.620728,32,21,33,21,23,9,27,18,20,18,31,27,45,30,39,30,35,11,24,24,"['June', 'August']",['September'],"['June', 'August']",['September'],['May'],"['May', 'April', 'July']",['August'],['March'],['April'],"['September', 'April']",['May'],['May'],"['April', 'May']",['September'],"['August', 'April']",['September'],"['June', 'April', 'May']",['September'],"['September', 'May']","['August', 'May']"
280,WV,Pendleton,38.686836,-79.333707,31,21,31,21,25,13,31,20,4,0,28,22,29,26,31,26,28,6,24,23,['July'],['June'],['July'],['June'],"['July', 'April']","['June', 'July']",['March'],['May'],['March'],[],['April'],['September'],"['April', 'June']",['June'],['May'],['June'],"['August', 'September']",['August'],"['June', 'September']",['July']
281,WV,Pleasants,39.368133,-81.161172,31,19,33,19,23,10,26,16,17,14,32,34,34,29,30,29,39,12,31,24,"['July', 'May']",['July'],"['June', 'April']",['July'],['June'],['May'],['April'],['April'],['April'],['April'],['May'],['August'],['May'],['September'],['May'],['September'],['June'],"['August', 'March', 'April', 'September', 'July']",['June'],['July']
282,WV,Pocahontas,38.332513,-80.012092,32,19,34,19,28,9,32,19,19,20,28,34,32,27,28,27,34,13,30,25,['May'],['July'],['June'],['July'],['May'],['May'],"['August', 'March']",['March'],['April'],['September'],['April'],"['May', 'July', 'June', 'April']",['April'],['September'],"['March', 'May', 'April']",['September'],"['July', 'April']",['July'],['September'],['July']
283,WV,Preston,39.46903,-79.668865,30,24,30,24,28,9,32,23,31,31,34,36,46,28,40,28,39,17,39,32,['June'],"['June', 'July', 'May']","['June', 'July', 'April', 'May']","['June', 'July', 'May']","['June', 'July']","['March', 'May', 'July']","['March', 'May']","['March', 'May']",['April'],"['July', 'April']",['May'],['July'],['April'],['July'],['June'],['July'],['April'],['September'],['September'],['July']
284,WV,Putnam,38.510513,-81.906109,29,24,33,24,26,10,30,18,13,13,30,29,36,20,33,20,37,14,30,25,"['July', 'June']",['June'],['July'],['June'],['July'],['May'],['April'],"['March', 'May']","['April', 'May']",['April'],['May'],['September'],"['May', 'July']",['August'],['April'],['August'],"['May', 'April', 'July']","['March', 'September', 'August']",['May'],['September']
285,WV,Raleigh,37.76247,-81.264671,24,18,27,18,27,9,24,18,24,24,37,43,33,29,31,29,36,13,26,29,['June'],['July'],"['July', 'June']",['July'],['April'],"['May', 'March', 'April']","['April', 'March', 'June', 'May']",['March'],['April'],['April'],['July'],['April'],['April'],['August'],"['April', 'June']",['August'],"['April', 'June']","['March', 'August', 'May']",['August'],['April']
286,WV,Randolph,38.781087,-79.867783,30,22,34,22,24,15,30,25,29,35,30,34,37,25,40,25,36,17,40,24,['May'],"['May', 'July', 'September']","['May', 'July']","['May', 'July', 'September']",['May'],"['April', 'May']",['May'],"['March', 'May']",['April'],"['June', 'July', 'April', 'March', 'May']",['May'],['July'],['April'],['September'],"['April', 'May']",['September'],['April'],['May'],['April'],['July']
287,WV,Ritchie,39.177112,-81.066317,32,17,32,17,26,8,25,17,21,20,23,30,34,26,35,26,34,14,30,23,['April'],"['June', 'September', 'May', 'July']","['June', 'April']","['June', 'September', 'May', 'July']",['June'],['May'],['April'],['April'],['April'],"['March', 'April']",['May'],"['June', 'July', 'September', 'August']",['May'],['September'],['May'],['September'],['April'],"['August', 'September']","['June', 'May']","['July', 'April', 'May']"
288,WV,Roane,38.743033,-81.354502,25,19,29,19,25,10,31,18,20,22,27,38,37,21,36,21,32,11,30,23,['July'],['September'],['July'],['September'],['July'],['May'],['April'],['April'],['April'],['April'],['May'],['September'],['April'],"['June', 'September']",['April'],"['June', 'September']","['May', 'April']","['March', 'April', 'June', 'September', 'August']",['September'],['June']
289,WV,Summers,37.656003,-80.856315,26,21,28,21,27,7,21,16,18,19,26,27,31,22,29,22,31,11,31,23,['June'],['July'],['June'],['July'],['April'],['March'],['April'],['March'],['April'],['April'],"['April', 'July']",['May'],['May'],"['May', 'August', 'June']","['April', 'July', 'March']","['May', 'August', 'June']",['June'],['August'],['July'],['July']
290,WV,Taylor,39.329072,-80.045629,32,23,34,23,22,9,30,25,31,31,36,43,45,31,40,31,42,13,37,25,"['June', 'July']",['June'],['June'],['June'],['April'],"['May', 'March', 'June']","['June', 'March', 'September', 'May']",['March'],['April'],['April'],['April'],['September'],['June'],['September'],['May'],['September'],['April'],"['September', 'May']",['September'],['July']
291,WV,Tucker,39.111175,-79.559968,27,25,28,25,28,11,30,23,41,41,34,33,36,26,34,26,28,19,25,28,"['June', 'September']",['June'],['July'],['June'],"['July', 'September']","['March', 'May', 'June', 'July']","['March', 'July']","['March', 'May']",['June'],['June'],['May'],['June'],['April'],['September'],['April'],['September'],"['October', 'April', 'May']",['September'],['May'],['July']
292,WV,Tyler,39.465981,-80.879493,29,22,31,22,21,9,24,17,22,15,38,41,43,29,44,29,32,14,30,28,['July'],['July'],['June'],['July'],['June'],"['June', 'May', 'April']",['April'],['April'],"['April', 'May']",['March'],['May'],['August'],"['September', 'May']",['August'],['May'],['August'],['June'],['September'],"['July', 'September']",['April']
293,WV,Upshur,38.902537,-80.231335,32,24,34,24,20,8,27,18,32,33,47,43,41,26,43,26,41,18,34,27,"['July', 'May', 'June']",['June'],['June'],['June'],['April'],"['May', 'March', 'April']","['April', 'March', 'May']","['April', 'March']",['April'],"['July', 'April']",['May'],['May'],['April'],['September'],['May'],['September'],['September'],['September'],"['May', 'June']",['June']
294,WV,Wayne,38.145531,-82.419698,22,32,24,32,23,19,26,19,18,14,43,37,35,20,32,20,36,14,27,24,['July'],"['June', 'July']",['July'],"['June', 'July']",['August'],['May'],"['April', 'August']",['August'],['April'],['April'],['May'],['April'],"['August', 'April']","['March', 'September']","['July', 'April', 'May']","['March', 'September']",['April'],['September'],['April'],['April']
295,WV,Webster,38.492985,-80.430262,26,22,31,22,22,9,28,19,36,41,35,34,35,25,38,25,42,11,32,20,"['July', 'May', 'April']","['June', 'July']","['July', 'June']","['June', 'July']",['May'],['May'],['April'],['March'],['April'],['June'],['May'],"['July', 'September']",['April'],"['June', 'September']",['September'],"['June', 'September']",['September'],['September'],['September'],['September']
296,WV,Wetzel,39.596574,-80.634394,31,23,33,23,23,8,28,19,16,12,23,31,40,24,39,24,35,10,28,26,"['June', 'July']",['July'],['June'],['July'],"['June', 'May']","['June', 'May']","['June', 'April']",['April'],"['April', 'May']",['March'],['May'],['July'],['June'],['June'],['May'],['June'],['May'],['May'],"['September', 'June']",['July']
297,WV,Wirt,39.020034,-81.382975,30,20,33,20,24,8,27,18,22,22,31,35,35,23,37,23,35,13,32,29,['May'],"['September', 'July']",['April'],"['September', 'July']",['June'],['May'],['April'],['April'],['April'],['April'],['May'],['June'],['May'],"['September', 'June']",['September'],"['September', 'June']","['September', 'April', 'May']","['April', 'September', 'August']","['June', 'September']",['August']
298,WV,Wood,39.211679,-81.515928,33,18,32,18,24,9,27,17,14,12,25,23,38,26,38,26,33,12,29,27,"['July', 'April']","['May', 'August', 'July']",['April'],"['May', 'August', 'July']",['July'],['May'],['April'],"['April', 'May']",['April'],['March'],['April'],"['June', 'July']","['July', 'May']",['September'],['September'],['September'],"['July', 'April']",['September'],['June'],['July']
299,WV,Wyoming,37.603717,-81.548884,29,18,29,18,30,7,26,18,21,20,49,43,37,28,32,28,37,15,24,24,['May'],['September'],['April'],['September'],"['May', 'April', 'June']","['March', 'May']","['April', 'March', 'June']","['April', 'March']",['April'],"['March', 'September']",['July'],['April'],['April'],['August'],['April'],['August'],['April'],"['April', 'August']",['April'],"['April', 'June']"
